sentence,ID,clean sentence,start_index,end_index,phrase,syllables,length,pos,dep num,lemma,synonyms,hypernyms,hyponyms,ogden,simple_wiki,cald,cnc,img,aoa,phon,sub_imdb,google frequency,KFCAT,FAM,KFSMP,KFFRQ,NPHN,TLFRQ
"Afterwards large parts belonged to the duchy of Mecklenburg-Schwerin , a small portion to the duchy of Mecklenburg-Strelitz ( see Mecklenburg ) .",39KV3A5D188GCY04TJH2YNV8QXGS71,"Afterwards large parts belonged to the duchy of Mecklenburg-Schwerin , a small portion to the duchy of Mecklenburg-Strelitz ( see Mecklenburg ) .",11,16,large,1,5,JJ,1,large,11,1,0,1,1,2,0,449,0,0,1,539.061087,361,634,214,15,0,1697
"Afterwards large parts belonged to the duchy of Mecklenburg-Schwerin , a small portion to the duchy of Mecklenburg-Strelitz ( see Mecklenburg ) .",39KV3A5D188GCY04TJH2YNV8QXGS71,"Afterwards large parts belonged to the duchy of Mecklenburg-Schwerin , a small portion to the duchy of Mecklenburg-Strelitz ( see Mecklenburg ) .",17,22,parts,1,5,NNS,1,part,18,1,10,1,0,0,339,340,314,0,1,182.029064,500,579,301,15,0,1585
"Afterwards large parts belonged to the duchy of Mecklenburg-Schwerin , a small portion to the duchy of Mecklenburg-Strelitz ( see Mecklenburg ) .",39KV3A5D188GCY04TJH2YNV8QXGS71,"Afterwards large parts belonged to the duchy of Mecklenburg-Schwerin , a small portion to the duchy of Mecklenburg-Strelitz ( see Mecklenburg ) .",0,10,afterwards,3,10,RB,0,afterwards,1,0,0,0,0,0,0,0,0,8,1,34.858165,14,0,14,9,8,44
"Afterwards large parts belonged to the duchy of Mecklenburg-Schwerin , a small portion to the duchy of Mecklenburg-Strelitz ( see Mecklenburg ) .",39KV3A5D188GCY04TJH2YNV8QXGS71,"Afterwards large parts belonged to the duchy of Mecklenburg-Schwerin , a small portion to the duchy of Mecklenburg-Strelitz ( see Mecklenburg ) .",23,31,belonged,2,8,VBD,3,belong,6,1,0,0,0,0,0,0,0,5,1,25.21794,37,0,33,13,5,493
"Afterwards large parts belonged to the duchy of Mecklenburg-Schwerin , a small portion to the duchy of Mecklenburg-Strelitz ( see Mecklenburg ) .",39KV3A5D188GCY04TJH2YNV8QXGS71,"Afterwards large parts belonged to the duchy of Mecklenburg-Schwerin , a small portion to the duchy of Mecklenburg-Strelitz ( see Mecklenburg ) .",39,44,duchy,2,5,NN,6,duchy,1,1,0,0,1,0,0,0,0,5,0,1.839013,0,0,0,0,5,0
"Afterwards large parts belonged to the duchy of Mecklenburg-Schwerin , a small portion to the duchy of Mecklenburg-Strelitz ( see Mecklenburg ) .",39KV3A5D188GCY04TJH2YNV8QXGS71,"Afterwards large parts belonged to the duchy of Mecklenburg-Schwerin , a small portion to the duchy of Mecklenburg-Strelitz ( see Mecklenburg ) .",94,99,duchy,2,5,NN,6,duchy,1,1,0,0,1,0,0,0,0,5,0,1.839013,0,0,0,0,5,0
"Afterwards large parts belonged to the duchy of Mecklenburg-Schwerin , a small portion to the duchy of Mecklenburg-Strelitz ( see Mecklenburg ) .",39KV3A5D188GCY04TJH2YNV8QXGS71,"Afterwards large parts belonged to the duchy of Mecklenburg-Schwerin , a small portion to the duchy of Mecklenburg-Strelitz ( see Mecklenburg ) .",48,68,mecklenburg-schwerin,5,20,None,0,mecklenburg-schwerin,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
"Afterwards large parts belonged to the duchy of Mecklenburg-Schwerin , a small portion to the duchy of Mecklenburg-Strelitz ( see Mecklenburg ) .",39KV3A5D188GCY04TJH2YNV8QXGS71,"Afterwards large parts belonged to the duchy of Mecklenburg-Schwerin , a small portion to the duchy of Mecklenburg-Strelitz ( see Mecklenburg ) .",79,86,portion,2,7,NN,3,portion,8,1,10,0,0,4,384,399,411,5,0,71.65069,62,507,40,12,5,125
"Afterwards large parts belonged to the duchy of Mecklenburg-Schwerin , a small portion to the duchy of Mecklenburg-Strelitz ( see Mecklenburg ) .",39KV3A5D188GCY04TJH2YNV8QXGS71,"Afterwards large parts belonged to the duchy of Mecklenburg-Schwerin , a small portion to the duchy of Mecklenburg-Strelitz ( see Mecklenburg ) .",73,78,small,1,5,JJ,0,small,13,1,0,1,1,1,402,447,0,0,1,574.65207,542,616,243,15,0,1000
"Afterwards large parts belonged to the duchy of Mecklenburg-Schwerin , a small portion to the duchy of Mecklenburg-Strelitz ( see Mecklenburg ) .",39KV3A5D188GCY04TJH2YNV8QXGS71,"Afterwards large parts belonged to the duchy of Mecklenburg-Schwerin , a small portion to the duchy of Mecklenburg-Strelitz ( see Mecklenburg ) .",103,123,mecklenburg-strelitz,5,20,None,0,mecklenburg-strelitz,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
"Afterwards large parts belonged to the duchy of Mecklenburg-Schwerin , a small portion to the duchy of Mecklenburg-Strelitz ( see Mecklenburg ) .",39KV3A5D188GCY04TJH2YNV8QXGS71,"Afterwards large parts belonged to the duchy of Mecklenburg-Schwerin , a small portion to the duchy of Mecklenburg-Strelitz ( see Mecklenburg ) .",130,141,mecklenburg,3,11,NNP,0,mecklenburg,0,0,0,0,0,0,0,0,0,0,0,0.792083,0,0,0,0,0,0
"The district of Güstrow was established in 1994 by merging the former districts of Güstrow , Teterow and Bützow .",39KV3A5D188GCY04TJH2YNV8QXGS71,"The district of Güstrow was established in 1994 by merging the former districts of Güstrow , Teterow and Bützow .",28,39,established,3,11,VBN,5,establish,8,1,0,0,0,0,0,0,0,8,0,75.459095,58,0,43,9,8,327
"The district of Güstrow was established in 1994 by merging the former districts of Güstrow , Teterow and Bützow .",39KV3A5D188GCY04TJH2YNV8QXGS71,"The district of Güstrow was established in 1994 by merging the former districts of Güstrow , Teterow and Bützow .",4,12,district,2,8,NN,2,district,2,1,16,1,1,3,0,0,0,0,1,101.777101,135,0,57,10,0,292
"The district of Güstrow was established in 1994 by merging the former districts of Güstrow , Teterow and Bützow .",39KV3A5D188GCY04TJH2YNV8QXGS71,"The district of Güstrow was established in 1994 by merging the former districts of Güstrow , Teterow and Bützow .",16,23,güstrow,2,7,NNP,5,güstrow,0,0,0,0,0,0,0,0,0,0,0,1.135921,0,0,0,0,0,0
"The district of Güstrow was established in 1994 by merging the former districts of Güstrow , Teterow and Bützow .",39KV3A5D188GCY04TJH2YNV8QXGS71,"The district of Güstrow was established in 1994 by merging the former districts of Güstrow , Teterow and Bützow .",83,90,güstrow,2,7,NNP,5,güstrow,0,0,0,0,0,0,0,0,0,0,0,1.135921,0,0,0,0,0,0
"The district of Güstrow was established in 1994 by merging the former districts of Güstrow , Teterow and Bützow .",39KV3A5D188GCY04TJH2YNV8QXGS71,"The district of Güstrow was established in 1994 by merging the former districts of Güstrow , Teterow and Bützow .",51,58,merging,2,7,VBG,2,merge,3,1,6,0,0,0,0,0,0,3,0,7.263688,10,0,8,8,3,28
"The district of Güstrow was established in 1994 by merging the former districts of Güstrow , Teterow and Bützow .",39KV3A5D188GCY04TJH2YNV8QXGS71,"The district of Güstrow was established in 1994 by merging the former districts of Güstrow , Teterow and Bützow .",70,79,districts,2,9,NNS,3,district,2,1,16,1,1,0,0,0,0,0,1,32.369367,135,0,57,10,0,292
"The district of Güstrow was established in 1994 by merging the former districts of Güstrow , Teterow and Bützow .",39KV3A5D188GCY04TJH2YNV8QXGS71,"The district of Güstrow was established in 1994 by merging the former districts of Güstrow , Teterow and Bützow .",93,100,teterow,3,7,NNP,0,teterow,0,0,0,0,0,0,0,0,0,0,0,0.553172,0,0,0,0,0,0
"The district of Güstrow was established in 1994 by merging the former districts of Güstrow , Teterow and Bützow .",39KV3A5D188GCY04TJH2YNV8QXGS71,"The district of Güstrow was established in 1994 by merging the former districts of Güstrow , Teterow and Bützow .",105,111,bützow,2,6,NNP,1,bützow,0,0,0,0,0,0,0,0,0,0,0,0.020177,0,0,0,0,0,0
From 1621 to 1695 the present-day district was occupied by the small duchy of Mecklenburg-Güstrow .,39KV3A5D188GCY04TJH2YNV8QXGS71,From 1621 to 1695 the present-day district was occupied by the small duchy of Mecklenburg-Güstrow .,47,55,occupied,3,8,VBN,5,occupy,8,1,2,0,0,0,0,0,0,6,0,18.479097,16,0,16,9,6,262
From 1621 to 1695 the present-day district was occupied by the small duchy of Mecklenburg-Güstrow .,39KV3A5D188GCY04TJH2YNV8QXGS71,From 1621 to 1695 the present-day district was occupied by the small duchy of Mecklenburg-Güstrow .,69,74,duchy,2,5,NN,4,duchy,1,1,0,0,1,0,0,0,0,5,0,1.839013,0,0,0,0,5,0
From 1621 to 1695 the present-day district was occupied by the small duchy of Mecklenburg-Güstrow .,39KV3A5D188GCY04TJH2YNV8QXGS71,From 1621 to 1695 the present-day district was occupied by the small duchy of Mecklenburg-Güstrow .,63,68,small,1,5,JJ,0,small,13,1,0,1,1,1,402,447,0,0,1,574.65207,542,616,243,15,0,1000
From 1621 to 1695 the present-day district was occupied by the small duchy of Mecklenburg-Güstrow .,39KV3A5D188GCY04TJH2YNV8QXGS71,From 1621 to 1695 the present-day district was occupied by the small duchy of Mecklenburg-Güstrow .,34,42,district,2,8,NN,2,district,2,1,16,1,1,3,0,0,0,0,1,101.777101,135,0,57,10,0,292
From 1621 to 1695 the present-day district was occupied by the small duchy of Mecklenburg-Güstrow .,39KV3A5D188GCY04TJH2YNV8QXGS71,From 1621 to 1695 the present-day district was occupied by the small duchy of Mecklenburg-Güstrow .,22,33,present-day,3,11,None,0,present-day,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
From 1621 to 1695 the present-day district was occupied by the small duchy of Mecklenburg-Güstrow .,39KV3A5D188GCY04TJH2YNV8QXGS71,From 1621 to 1695 the present-day district was occupied by the small duchy of Mecklenburg-Güstrow .,78,97,mecklenburg-güstrow,0,19,None,0,mecklenburg-güstrow,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
"He was taken to a police station , where he would write a name : Kaspar Hauser .",39KV3A5D188GCY04TJH2YNV8QXGS71,"He was taken to a police station , where he would write a name : Kaspar Hauser .",18,24,police,2,6,NN,0,police,2,2,8,1,1,2,0,0,0,5,1,126.259815,155,0,56,12,5,618
"He was taken to a police station , where he would write a name : Kaspar Hauser .",39KV3A5D188GCY04TJH2YNV8QXGS71,"He was taken to a police station , where he would write a name : Kaspar Hauser .",72,78,hauser,2,6,NNP,1,hauser,0,0,0,0,1,0,0,0,0,0,0,1.650339,0,0,0,0,0,0
"He was taken to a police station , where he would write a name : Kaspar Hauser .",39KV3A5D188GCY04TJH2YNV8QXGS71,"He was taken to a police station , where he would write a name : Kaspar Hauser .",25,32,station,2,7,NN,5,station,6,1,9,1,1,2,572,554,300,6,1,82.666734,105,548,49,13,6,612
"He was taken to a police station , where he would write a name : Kaspar Hauser .",39KV3A5D188GCY04TJH2YNV8QXGS71,"He was taken to a police station , where he would write a name : Kaspar Hauser .",50,55,write,1,5,VB,4,write,10,1,18,1,0,2,446,548,0,0,1,142.592787,106,560,74,14,0,956
"He was taken to a police station , where he would write a name : Kaspar Hauser .",39KV3A5D188GCY04TJH2YNV8QXGS71,"He was taken to a police station , where he would write a name : Kaspar Hauser .",65,71,kaspar,2,6,NNP,0,kaspar,0,0,0,0,1,0,0,0,0,0,0,0.405435,0,0,0,0,0,0
"On such occasions , when he awakened , his straw was changed and his hair and nails were cut .",39KV3A5D188GCY04TJH2YNV8QXGS71,"On such occasions , when he awakened , his straw was changed and his hair and nails were cut .",53,60,changed,1,7,VBN,8,change,20,1,29,1,1,0,0,0,0,5,1,462.911402,240,0,138,15,5,792
"On such occasions , when he awakened , his straw was changed and his hair and nails were cut .",39KV3A5D188GCY04TJH2YNV8QXGS71,"On such occasions , when he awakened , his straw was changed and his hair and nails were cut .",89,92,cut,1,3,VBN,3,cut,70,1,1,1,1,4,430,460,0,0,1,161.441967,192,581,111,15,0,943
"On such occasions , when he awakened , his straw was changed and his hair and nails were cut .",39KV3A5D188GCY04TJH2YNV8QXGS71,"On such occasions , when he awakened , his straw was changed and his hair and nails were cut .",8,17,occasions,3,9,NNS,2,occasion,6,1,7,1,0,0,346,305,0,6,1,34.992857,58,566,48,15,6,424
"On such occasions , when he awakened , his straw was changed and his hair and nails were cut .",39KV3A5D188GCY04TJH2YNV8QXGS71,"On such occasions , when he awakened , his straw was changed and his hair and nails were cut .",28,36,awakened,3,8,VBD,2,awaken,3,1,3,0,0,0,0,0,0,6,0,4.425512,7,0,6,4,6,175
"On such occasions , when he awakened , his straw was changed and his hair and nails were cut .",39KV3A5D188GCY04TJH2YNV8QXGS71,"On such occasions , when he awakened , his straw was changed and his hair and nails were cut .",43,48,straw,1,5,NN,1,straw,7,1,0,0,0,6,603,568,289,0,0,13.494742,15,508,12,7,0,129
"On such occasions , when he awakened , his straw was changed and his hair and nails were cut .",39KV3A5D188GCY04TJH2YNV8QXGS71,"On such occasions , when he awakened , his straw was changed and his hair and nails were cut .",78,83,nails,1,5,NNS,1,nail,10,1,2,0,0,0,598,588,272,3,1,10.630297,6,563,6,5,3,171
"On such occasions , when he awakened , his straw was changed and his hair and nails were cut .",39KV3A5D188GCY04TJH2YNV8QXGS71,"On such occasions , when he awakened , his straw was changed and his hair and nails were cut .",69,73,hair,1,4,NN,2,hair,6,1,15,1,1,2,583,580,0,0,1,112.993123,148,575,83,13,0,1183
The letter stated that the boy would now like to be a cavalryman `` as his father was '' and invited the captain either to take him in or to hang him .,39KV3A5D188GCY04TJH2YNV8QXGS71,The letter stated that the boy would now like to be a cavalryman `` as his father was '' and invited the captain either to take him in or to hang him .,75,81,father,2,6,NN,1,father,9,1,4,1,0,1,594,646,0,4,1,304.543888,183,591,105,15,4,3235
The letter stated that the boy would now like to be a cavalryman `` as his father was '' and invited the captain either to take him in or to hang him .,39KV3A5D188GCY04TJH2YNV8QXGS71,The letter stated that the boy would now like to be a cavalryman `` as his father was '' and invited the captain either to take him in or to hang him .,105,112,captain,2,7,NN,1,captain,8,1,0,1,1,4,534,497,0,0,1,74.726689,85,498,24,10,0,671
The letter stated that the boy would now like to be a cavalryman `` as his father was '' and invited the captain either to take him in or to hang him .,39KV3A5D188GCY04TJH2YNV8QXGS71,The letter stated that the boy would now like to be a cavalryman `` as his father was '' and invited the captain either to take him in or to hang him .,27,30,boy,1,3,NN,1,boy,4,1,11,1,1,1,609,618,0,0,1,126.35552,242,606,115,13,0,1567
The letter stated that the boy would now like to be a cavalryman `` as his father was '' and invited the captain either to take him in or to hang him .,39KV3A5D188GCY04TJH2YNV8QXGS71,The letter stated that the boy would now like to be a cavalryman `` as his father was '' and invited the captain either to take him in or to hang him .,54,64,cavalryman,4,10,NN,5,cavalryman,2,1,0,0,0,0,0,0,0,10,0,0.325673,0,0,0,0,10,0
The letter stated that the boy would now like to be a cavalryman `` as his father was '' and invited the captain either to take him in or to hang him .,39KV3A5D188GCY04TJH2YNV8QXGS71,The letter stated that the boy would now like to be a cavalryman `` as his father was '' and invited the captain either to take him in or to hang him .,4,10,letter,2,6,NN,1,letter,8,2,16,1,1,2,577,595,256,0,1,190.369625,145,610,70,15,0,1748
The letter stated that the boy would now like to be a cavalryman `` as his father was '' and invited the captain either to take him in or to hang him .,39KV3A5D188GCY04TJH2YNV8QXGS71,The letter stated that the boy would now like to be a cavalryman `` as his father was '' and invited the captain either to take him in or to hang him .,11,17,stated,2,6,VBD,3,state,11,1,7,1,1,0,440,511,0,0,1,0.0,808,560,198,14,0,1000
The letter stated that the boy would now like to be a cavalryman `` as his father was '' and invited the captain either to take him in or to hang him .,39KV3A5D188GCY04TJH2YNV8QXGS71,The letter stated that the boy would now like to be a cavalryman `` as his father was '' and invited the captain either to take him in or to hang him .,93,100,invited,3,7,VBD,7,invite,9,1,0,0,0,0,0,0,0,0,1,13.768927,11,0,10,9,0,337
The letter stated that the boy would now like to be a cavalryman `` as his father was '' and invited the captain either to take him in or to hang him .,39KV3A5D188GCY04TJH2YNV8QXGS71,The letter stated that the boy would now like to be a cavalryman `` as his father was '' and invited the captain either to take him in or to hang him .,141,145,hang,1,4,VB,3,hang,18,1,0,1,0,4,397,537,0,0,1,21.531656,26,514,24,11,0,345
"The skin is covered in chromatophores , which enable the squid to change color to suit its surroundings , making it practically invisible .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"The skin is covered in chromatophores , which enable the squid to change color to suit its surroundings , making it practically invisible .",12,19,covered,2,7,VBN,4,cover,36,1,4,1,0,0,502,443,289,4,1,101.111155,88,597,64,14,4,1323
"The skin is covered in chromatophores , which enable the squid to change color to suit its surroundings , making it practically invisible .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"The skin is covered in chromatophores , which enable the squid to change color to suit its surroundings , making it practically invisible .",4,8,skin,1,4,NN,1,skin,10,2,10,0,0,4,614,638,0,4,1,119.380849,47,591,33,10,4,588
"The skin is covered in chromatophores , which enable the squid to change color to suit its surroundings , making it practically invisible .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"The skin is covered in chromatophores , which enable the squid to change color to suit its surroundings , making it practically invisible .",66,72,change,1,6,VB,3,change,20,1,29,1,1,2,0,0,0,5,1,462.911402,240,0,138,15,5,792
"The skin is covered in chromatophores , which enable the squid to change color to suit its surroundings , making it practically invisible .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"The skin is covered in chromatophores , which enable the squid to change color to suit its surroundings , making it practically invisible .",57,62,squid,1,5,NNS,1,squid,2,1,0,0,1,0,0,0,0,0,1,2.23559,0,0,0,0,0,0
"The skin is covered in chromatophores , which enable the squid to change color to suit its surroundings , making it practically invisible .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"The skin is covered in chromatophores , which enable the squid to change color to suit its surroundings , making it practically invisible .",23,37,chromatophores,4,14,NNS,3,chromatophores,0,0,0,0,0,0,0,0,0,0,0,0.295318,0,0,0,0,0,0
"The skin is covered in chromatophores , which enable the squid to change color to suit its surroundings , making it practically invisible .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"The skin is covered in chromatophores , which enable the squid to change color to suit its surroundings , making it practically invisible .",46,52,enable,3,6,VBP,3,enable,1,1,2,0,0,4,0,0,0,5,0,38.70562,23,0,20,9,5,183
"The skin is covered in chromatophores , which enable the squid to change color to suit its surroundings , making it practically invisible .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"The skin is covered in chromatophores , which enable the squid to change color to suit its surroundings , making it practically invisible .",91,103,surroundings,3,12,NNS,1,surroundings,6,1,0,0,0,4,0,0,0,0,0,14.225958,0,0,0,0,0,0
"The skin is covered in chromatophores , which enable the squid to change color to suit its surroundings , making it practically invisible .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"The skin is covered in chromatophores , which enable the squid to change color to suit its surroundings , making it practically invisible .",73,78,color,2,5,NN,0,color,15,1,9,1,1,4,467,513,0,0,1,114.425924,141,582,87,14,0,1541
"The skin is covered in chromatophores , which enable the squid to change color to suit its surroundings , making it practically invisible .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"The skin is covered in chromatophores , which enable the squid to change color to suit its surroundings , making it practically invisible .",82,86,suit,1,4,VB,4,suit,10,1,6,1,1,3,545,536,0,4,1,41.350701,48,543,39,13,4,825
"The skin is covered in chromatophores , which enable the squid to change color to suit its surroundings , making it practically invisible .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"The skin is covered in chromatophores , which enable the squid to change color to suit its surroundings , making it practically invisible .",116,127,practically,3,11,RB,0,practically,3,0,0,0,0,4,0,0,0,0,1,33.639724,0,0,0,0,0,0
"The skin is covered in chromatophores , which enable the squid to change color to suit its surroundings , making it practically invisible .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"The skin is covered in chromatophores , which enable the squid to change color to suit its surroundings , making it practically invisible .",106,112,making,2,6,VBG,1,make,51,1,0,1,1,0,299,322,0,3,1,800.923456,794,618,365,15,3,7143
"The skin is covered in chromatophores , which enable the squid to change color to suit its surroundings , making it practically invisible .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"The skin is covered in chromatophores , which enable the squid to change color to suit its surroundings , making it practically invisible .",128,137,invisible,4,9,JJ,2,invisible,2,0,0,0,0,4,0,0,0,0,1,21.210326,8,0,8,6,0,74
"Squid , like cuttlefish , have eight arms arranged in pairs and two , usually longer , tentacles .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"Squid , like cuttlefish , have eight arms arranged in pairs and two , usually longer , tentacles .",37,41,arms,1,4,NNS,1,arm,8,1,0,1,1,0,592,593,192,2,1,119.996262,94,608,61,12,2,2338
"Squid , like cuttlefish , have eight arms arranged in pairs and two , usually longer , tentacles .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"Squid , like cuttlefish , have eight arms arranged in pairs and two , usually longer , tentacles .",0,5,squid,1,5,NNP,0,squid,2,1,0,0,1,0,0,0,0,0,1,2.23559,0,0,0,0,0,0
"Squid , like cuttlefish , have eight arms arranged in pairs and two , usually longer , tentacles .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"Squid , like cuttlefish , have eight arms arranged in pairs and two , usually longer , tentacles .",87,96,tentacles,3,9,NNS,2,tentacle,2,1,0,0,0,0,0,0,0,7,0,2.084754,1,0,1,1,7,6
"Squid , like cuttlefish , have eight arms arranged in pairs and two , usually longer , tentacles .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"Squid , like cuttlefish , have eight arms arranged in pairs and two , usually longer , tentacles .",13,23,cuttlefish,3,10,NNS,1,cuttlefish,1,1,0,0,1,0,0,0,0,0,0,0.258001,0,0,0,0,0,0
"Squid , like cuttlefish , have eight arms arranged in pairs and two , usually longer , tentacles .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"Squid , like cuttlefish , have eight arms arranged in pairs and two , usually longer , tentacles .",42,50,arranged,2,8,VBN,4,arrange,7,1,33,1,0,0,0,0,0,5,1,17.831977,10,0,9,6,5,438
"Squid , like cuttlefish , have eight arms arranged in pairs and two , usually longer , tentacles .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"Squid , like cuttlefish , have eight arms arranged in pairs and two , usually longer , tentacles .",54,59,pairs,1,5,NNS,2,pair,9,1,1,0,0,0,377,480,0,0,1,30.136752,50,544,43,13,0,374
The construction is of the Italian Renaissance style and was built in the late 17th century .,34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,The construction is of the Italian Renaissance style and was built in the late 17th century .,61,66,built,1,5,VBN,3,build,12,1,3,1,0,0,402,399,0,0,1,79.220339,86,554,56,14,0,306
The construction is of the Italian Renaissance style and was built in the late 17th century .,34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,The construction is of the Italian Renaissance style and was built in the late 17th century .,84,91,century,3,7,NN,4,century,2,1,2,1,1,2,346,395,414,8,1,325.743173,207,514,92,15,8,373
The construction is of the Italian Renaissance style and was built in the late 17th century .,34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,The construction is of the Italian Renaissance style and was built in the late 17th century .,47,52,style,1,5,NN,8,style,12,1,9,0,1,3,344,416,419,4,1,127.465755,98,555,54,13,4,301
The construction is of the Italian Renaissance style and was built in the late 17th century .,34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,The construction is of the Italian Renaissance style and was built in the late 17th century .,74,78,late,1,4,JJ,0,late,11,0,0,1,0,3,262,387,0,0,1,216.060704,179,584,123,15,0,2859
The construction is of the Italian Renaissance style and was built in the late 17th century .,34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,The construction is of the Italian Renaissance style and was built in the late 17th century .,35,46,renaissance,3,11,NNP,0,renaissance,2,0,0,0,1,0,0,0,0,0,0,24.443743,20,0,12,7,0,12
The construction is of the Italian Renaissance style and was built in the late 17th century .,34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,The construction is of the Italian Renaissance style and was built in the late 17th century .,4,16,construction,3,12,NN,1,construction,7,1,9,0,1,4,464,410,517,11,1,126.611843,95,466,49,10,11,134
The construction is of the Italian Renaissance style and was built in the late 17th century .,34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,The construction is of the Italian Renaissance style and was built in the late 17th century .,27,34,italian,3,7,JJ,0,italian,3,1,15,0,1,0,0,0,0,7,1,57.147431,47,0,27,11,7,0
"Church of El Sagrario In colonial times , the Church of El Sagrario was one of the largest architectural marvels of Quito .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"Church of El Sagrario In colonial times , the Church of El Sagrario was one of the largest architectural marvels of Quito .",116,121,quito,2,5,NNP,1,quito,1,0,0,0,0,0,0,0,0,0,0,1.62954,0,0,0,0,0,0
"Church of El Sagrario In colonial times , the Church of El Sagrario was one of the largest architectural marvels of Quito .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"Church of El Sagrario In colonial times , the Church of El Sagrario was one of the largest architectural marvels of Quito .",10,12,el,1,2,NNP,0,el,2,1,0,0,1,0,0,0,0,0,1,78.388415,0,0,0,0,0,0
"Church of El Sagrario In colonial times , the Church of El Sagrario was one of the largest architectural marvels of Quito .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"Church of El Sagrario In colonial times , the Church of El Sagrario was one of the largest architectural marvels of Quito .",56,58,el,1,2,NNP,0,el,2,1,0,0,1,0,0,0,0,0,1,78.388415,0,0,0,0,0,0
"Church of El Sagrario In colonial times , the Church of El Sagrario was one of the largest architectural marvels of Quito .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"Church of El Sagrario In colonial times , the Church of El Sagrario was one of the largest architectural marvels of Quito .",25,33,colonial,4,8,JJ,0,colonial,4,1,0,0,0,0,0,0,0,0,0,62.15448,21,0,15,8,0,107
"Church of El Sagrario In colonial times , the Church of El Sagrario was one of the largest architectural marvels of Quito .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"Church of El Sagrario In colonial times , the Church of El Sagrario was one of the largest architectural marvels of Quito .",83,90,largest,2,7,JJS,0,large,11,1,0,1,1,0,0,449,0,0,1,65.264347,361,634,214,15,0,1697
"Church of El Sagrario In colonial times , the Church of El Sagrario was one of the largest architectural marvels of Quito .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"Church of El Sagrario In colonial times , the Church of El Sagrario was one of the largest architectural marvels of Quito .",0,6,church,1,6,NNP,6,church,5,1,6,1,1,2,587,616,278,0,1,281.076699,348,560,81,13,0,548
"Church of El Sagrario In colonial times , the Church of El Sagrario was one of the largest architectural marvels of Quito .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"Church of El Sagrario In colonial times , the Church of El Sagrario was one of the largest architectural marvels of Quito .",46,52,church,1,6,NNP,6,church,5,1,6,1,1,2,587,616,278,0,1,281.076699,348,560,81,13,0,548
"Church of El Sagrario In colonial times , the Church of El Sagrario was one of the largest architectural marvels of Quito .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"Church of El Sagrario In colonial times , the Church of El Sagrario was one of the largest architectural marvels of Quito .",13,21,sagrario,4,8,NNP,4,sagrario,0,0,0,0,0,0,0,0,0,0,0,0.131312,0,0,0,0,0,0
"Church of El Sagrario In colonial times , the Church of El Sagrario was one of the largest architectural marvels of Quito .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"Church of El Sagrario In colonial times , the Church of El Sagrario was one of the largest architectural marvels of Quito .",59,67,sagrario,4,8,NNP,4,sagrario,0,0,0,0,0,0,0,0,0,0,0,0.131312,0,0,0,0,0,0
