sentence,ID,clean sentence,start_index,end_index,phrase,syllables,length,pos,dep num,lemma,synonyms,hypernyms,hyponyms,ogden,simple_wiki,cald,cnc,img,aoa,phon,sub_imdb,google frequency,KFCAT,FAM,KFSMP,KFFRQ,NPHN,TLFRQ
#33-6 Eulogies were delivered by Cliff Richard and Paul O'Grady together with poems read by two of Black's sons.,3O0M2G5VC631OWMMIFJ4EG6860T940,Eulogies were delivered by Cliff Richard and Paul O'Grady together with poems read by two of Black's sons.,99,104,black,1,5,NNP,1,black,22,1,1,1,1,2,470,589,0,0,1,311.206785,203,603,100,14,0,1083
#33-6 Eulogies were delivered by Cliff Richard and Paul O'Grady together with poems read by two of Black's sons.,3O0M2G5VC631OWMMIFJ4EG6860T940,Eulogies were delivered by Cliff Richard and Paul O'Grady together with poems read by two of Black's sons.,39,46,richard,2,7,NNP,3,richard,0,0,0,0,1,0,0,0,0,0,1,90.08606,0,0,0,0,0,0
#33-6 Eulogies were delivered by Cliff Richard and Paul O'Grady together with poems read by two of Black's sons.,3O0M2G5VC631OWMMIFJ4EG6860T940,Eulogies were delivered by Cliff Richard and Paul O'Grady together with poems read by two of Black's sons.,6,14,eulogies,3,8,NNS,0,eulogy,2,1,0,0,0,0,0,0,0,6,0,0.486424,0,0,0,0,6,9
#33-6 Eulogies were delivered by Cliff Richard and Paul O'Grady together with poems read by two of Black's sons.,3O0M2G5VC631OWMMIFJ4EG6860T940,Eulogies were delivered by Cliff Richard and Paul O'Grady together with poems read by two of Black's sons.,20,29,delivered,3,9,VBN,6,deliver,12,1,1,0,0,0,393,388,0,0,1,42.525563,18,529,15,9,0,201
#33-6 Eulogies were delivered by Cliff Richard and Paul O'Grady together with poems read by two of Black's sons.,3O0M2G5VC631OWMMIFJ4EG6860T940,Eulogies were delivered by Cliff Richard and Paul O'Grady together with poems read by two of Black's sons.,33,38,cliff,1,5,NNP,0,cliff,1,1,2,0,0,3,591,599,322,4,1,11.33927,11,479,8,5,4,158
#33-6 Eulogies were delivered by Cliff Richard and Paul O'Grady together with poems read by two of Black's sons.,3O0M2G5VC631OWMMIFJ4EG6860T940,Eulogies were delivered by Cliff Richard and Paul O'Grady together with poems read by two of Black's sons.,78,83,poems,2,5,NNS,2,poem,1,1,16,1,0,0,0,0,0,0,0,50.871267,48,0,19,7,0,100
#33-6 Eulogies were delivered by Cliff Richard and Paul O'Grady together with poems read by two of Black's sons.,3O0M2G5VC631OWMMIFJ4EG6860T940,Eulogies were delivered by Cliff Richard and Paul O'Grady together with poems read by two of Black's sons.,56,63,o'grady,3,7,NNP,2,o'grady,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#33-6 Eulogies were delivered by Cliff Richard and Paul O'Grady together with poems read by two of Black's sons.,3O0M2G5VC631OWMMIFJ4EG6860T940,Eulogies were delivered by Cliff Richard and Paul O'Grady together with poems read by two of Black's sons.,107,111,sons,1,4,NNS,2,son,2,1,2,1,1,0,0,560,0,3,1,63.787423,166,607,83,14,3,993
"#33-7 Further tributes were paid by Tom Jones, who flew in specially for the funeral.",3O0M2G5VC631OWMMIFJ4EG6860T940,"Further tributes were paid by Tom Jones, who flew in specially for the funeral.",36,39,tom,1,3,NNP,0,tom,3,1,0,0,1,0,0,0,0,3,1,47.997919,63,0,18,9,3,0
"#33-7 Further tributes were paid by Tom Jones, who flew in specially for the funeral.",3O0M2G5VC631OWMMIFJ4EG6860T940,"Further tributes were paid by Tom Jones, who flew in specially for the funeral.",51,55,flew,1,4,VBD,2,fly,20,1,8,1,1,0,525,582,0,0,1,20.362994,33,537,25,11,0,634
"#33-7 Further tributes were paid by Tom Jones, who flew in specially for the funeral.",3O0M2G5VC631OWMMIFJ4EG6860T940,"Further tributes were paid by Tom Jones, who flew in specially for the funeral.",14,22,tributes,2,8,NNS,1,tribute,3,1,0,0,0,0,339,386,0,0,0,1.493341,24,420,19,8,0,60
"#33-7 Further tributes were paid by Tom Jones, who flew in specially for the funeral.",3O0M2G5VC631OWMMIFJ4EG6860T940,"Further tributes were paid by Tom Jones, who flew in specially for the funeral.",6,13,further,2,7,JJ,0,further,11,1,0,1,0,4,0,300,0,4,1,362.85267,218,578,148,15,4,479
"#33-7 Further tributes were paid by Tom Jones, who flew in specially for the funeral.",3O0M2G5VC631OWMMIFJ4EG6860T940,"Further tributes were paid by Tom Jones, who flew in specially for the funeral.",28,32,paid,1,4,VBN,4,pay,12,1,11,1,0,0,0,0,0,2,1,155.064319,172,0,102,14,2,1392
"#33-7 Further tributes were paid by Tom Jones, who flew in specially for the funeral.",3O0M2G5VC631OWMMIFJ4EG6860T940,"Further tributes were paid by Tom Jones, who flew in specially for the funeral.",40,45,jones,1,5,NNP,4,jones,6,0,0,0,1,0,0,0,0,0,1,51.356463,0,0,0,0,0,0
"#33-7 Further tributes were paid by Tom Jones, who flew in specially for the funeral.",3O0M2G5VC631OWMMIFJ4EG6860T940,"Further tributes were paid by Tom Jones, who flew in specially for the funeral.",59,68,specially,3,9,RB,2,specially,2,0,0,0,0,3,0,0,0,7,0,16.17564,9,0,8,5,7,69
"#33-7 Further tributes were paid by Tom Jones, who flew in specially for the funeral.",3O0M2G5VC631OWMMIFJ4EG6860T940,"Further tributes were paid by Tom Jones, who flew in specially for the funeral.",77,84,funeral,3,7,NN,2,funeral,1,1,2,0,1,4,0,0,0,0,1,21.883512,33,0,22,12,0,129
"#33-8 After the service, Black was to be interred in a private ceremony, next to the graves of her parents at the Allerton cemetery.",3O0M2G5VC631OWMMIFJ4EG6860T940,"After the service, Black was to be interred in a private ceremony, next to the graves of her parents at the Allerton cemetery.",16,23,service,2,7,NN,2,service,18,1,4,1,1,4,364,408,397,5,1,321.512613,315,560,122,13,5,970
"#33-8 After the service, Black was to be interred in a private ceremony, next to the graves of her parents at the Allerton cemetery.",3O0M2G5VC631OWMMIFJ4EG6860T940,"After the service, Black was to be interred in a private ceremony, next to the graves of her parents at the Allerton cemetery.",63,71,ceremony,4,8,NN,3,ceremony,3,1,14,0,1,3,430,523,419,0,1,25.886901,18,501,17,8,0,105
"#33-8 After the service, Black was to be interred in a private ceremony, next to the graves of her parents at the Allerton cemetery.",3O0M2G5VC631OWMMIFJ4EG6860T940,"After the service, Black was to be interred in a private ceremony, next to the graves of her parents at the Allerton cemetery.",99,106,parents,2,7,NNS,2,parent,3,1,6,1,0,0,0,0,0,0,1,176.654681,15,0,12,7,0,797
"#33-8 After the service, Black was to be interred in a private ceremony, next to the graves of her parents at the Allerton cemetery.",3O0M2G5VC631OWMMIFJ4EG6860T940,"After the service, Black was to be interred in a private ceremony, next to the graves of her parents at the Allerton cemetery.",25,30,black,1,5,NNP,0,black,22,1,1,1,1,2,470,589,0,0,1,311.206785,203,603,100,14,0,1083
"#33-8 After the service, Black was to be interred in a private ceremony, next to the graves of her parents at the Allerton cemetery.",3O0M2G5VC631OWMMIFJ4EG6860T940,"After the service, Black was to be interred in a private ceremony, next to the graves of her parents at the Allerton cemetery.",41,49,interred,2,8,VBN,10,inter,1,1,0,0,0,0,0,0,0,4,0,30.627426,2,0,2,2,4,2
"#33-8 After the service, Black was to be interred in a private ceremony, next to the graves of her parents at the Allerton cemetery.",3O0M2G5VC631OWMMIFJ4EG6860T940,"After the service, Black was to be interred in a private ceremony, next to the graves of her parents at the Allerton cemetery.",55,62,private,2,7,JJ,0,private,5,1,0,1,1,3,350,432,0,6,1,206.264227,191,570,102,14,6,468
"#33-8 After the service, Black was to be interred in a private ceremony, next to the graves of her parents at the Allerton cemetery.",3O0M2G5VC631OWMMIFJ4EG6860T940,"After the service, Black was to be interred in a private ceremony, next to the graves of her parents at the Allerton cemetery.",85,91,graves,1,6,NNS,3,graf,1,0,0,0,0,0,0,0,0,0,0,11.810909,0,0,0,0,0,0
"#33-8 After the service, Black was to be interred in a private ceremony, next to the graves of her parents at the Allerton cemetery.",3O0M2G5VC631OWMMIFJ4EG6860T940,"After the service, Black was to be interred in a private ceremony, next to the graves of her parents at the Allerton cemetery.",114,122,allerton,3,8,NNP,0,allerton,0,0,0,0,0,0,0,0,0,0,0,0.271699,0,0,0,0,0,0
"#33-8 After the service, Black was to be interred in a private ceremony, next to the graves of her parents at the Allerton cemetery.",3O0M2G5VC631OWMMIFJ4EG6860T940,"After the service, Black was to be interred in a private ceremony, next to the graves of her parents at the Allerton cemetery.",123,131,cemetery,4,8,NN,3,cemetery,1,1,1,0,1,4,0,0,0,7,0,15.213102,15,0,10,6,7,0
"#33-9 She died early this month, aged 72, after she fell at her home in Spain and suffered a stroke.",3O0M2G5VC631OWMMIFJ4EG6860T940,"She died early this month, aged 72, after she fell at her home in Spain and suffered a stroke.",26,31,month,1,5,NN,2,month,2,1,6,1,0,1,345,448,0,4,1,101.866768,130,598,82,14,4,1000
"#33-9 She died early this month, aged 72, after she fell at her home in Spain and suffered a stroke.",3O0M2G5VC631OWMMIFJ4EG6860T940,"She died early this month, aged 72, after she fell at her home in Spain and suffered a stroke.",33,37,aged,1,4,JJ,1,aged,9,1,0,0,0,2,0,0,0,0,0,37.003458,18,0,13,8,0,69
"#33-9 She died early this month, aged 72, after she fell at her home in Spain and suffered a stroke.",3O0M2G5VC631OWMMIFJ4EG6860T940,"She died early this month, aged 72, after she fell at her home in Spain and suffered a stroke.",52,56,fell,1,4,VBD,4,fell,39,1,3,0,0,0,407,431,0,0,1,99.577685,92,546,73,13,0,683
"#33-9 She died early this month, aged 72, after she fell at her home in Spain and suffered a stroke.",3O0M2G5VC631OWMMIFJ4EG6860T940,"She died early this month, aged 72, after she fell at her home in Spain and suffered a stroke.",15,20,early,2,5,RB,0,early,9,0,0,1,1,2,0,376,0,0,1,456.549549,366,575,209,15,0,1022
"#33-9 She died early this month, aged 72, after she fell at her home in Spain and suffered a stroke.",3O0M2G5VC631OWMMIFJ4EG6860T940,"She died early this month, aged 72, after she fell at her home in Spain and suffered a stroke.",10,14,died,1,4,VBD,7,die,14,1,4,1,1,0,358,499,0,2,1,143.400285,73,569,49,15,2,1079
"#33-9 She died early this month, aged 72, after she fell at her home in Spain and suffered a stroke.",3O0M2G5VC631OWMMIFJ4EG6860T940,"She died early this month, aged 72, after she fell at her home in Spain and suffered a stroke.",64,68,home,1,4,NN,3,home,17,1,1,1,1,3,539,599,233,0,1,448.448179,547,626,243,15,0,5559
"#33-9 She died early this month, aged 72, after she fell at her home in Spain and suffered a stroke.",3O0M2G5VC631OWMMIFJ4EG6860T940,"She died early this month, aged 72, after she fell at her home in Spain and suffered a stroke.",82,90,suffered,2,8,VBD,2,suffer,11,1,2,1,0,0,0,0,0,4,1,49.42208,33,0,27,9,4,500
"#33-9 She died early this month, aged 72, after she fell at her home in Spain and suffered a stroke.",3O0M2G5VC631OWMMIFJ4EG6860T940,"She died early this month, aged 72, after she fell at her home in Spain and suffered a stroke.",72,77,spain,1,5,NNP,1,spain,1,0,1,0,1,0,0,0,0,0,0,48.956968,0,0,0,0,0,0
"#33-9 She died early this month, aged 72, after she fell at her home in Spain and suffered a stroke.",3O0M2G5VC631OWMMIFJ4EG6860T940,"She died early this month, aged 72, after she fell at her home in Spain and suffered a stroke.",93,99,stroke,1,6,NN,1,stroke,16,1,9,0,0,5,463,481,0,5,1,28.168152,19,511,14,7,5,191
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",76,80,news,1,4,NN,0,news,5,1,3,1,1,2,437,484,0,0,1,131.662495,102,560,79,15,0,695
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",116,120,news,1,4,NN,0,news,5,1,3,1,1,2,437,484,0,0,1,131.662495,102,560,79,15,0,695
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",143,147,news,1,4,NN,0,news,5,1,3,1,1,2,437,484,0,0,1,131.662495,102,560,79,15,0,695
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",56,65,according,3,9,VBG,1,accord,6,1,7,1,0,0,299,248,0,0,0,15.79004,9,418,8,5,0,68
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",12,17,korea,3,5,NNP,3,korea,1,0,0,0,1,0,0,0,0,0,0,33.48529,0,0,0,0,0,0
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",103,108,korea,3,5,NNP,3,korea,1,0,0,0,1,0,0,0,0,0,0,33.48529,0,0,0,0,0,0
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",6,11,north,1,5,NNP,0,north,9,0,0,1,1,2,0,0,0,3,1,266.969544,206,0,88,14,3,329
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",97,102,north,1,5,NNP,0,north,9,0,0,1,1,2,0,0,0,3,1,266.969544,206,0,88,14,3,329
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",210,215,alert,2,5,NN,2,alert,7,1,3,0,0,5,400,428,0,0,1,18.743135,33,528,31,12,0,94
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",205,209,high,1,4,JJ,0,high,18,1,0,1,1,3,371,463,0,0,1,654.720665,497,612,250,15,0,1674
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",229,233,told,1,4,VBN,4,tell,9,0,0,1,0,0,306,350,0,0,1,318.387013,268,596,154,15,0,3800
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",135,142,central,2,7,NNP,0,central,3,1,2,0,1,5,0,0,0,7,1,254.571037,164,0,84,12,7,190
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",23,31,military,4,8,JJ,1,military,4,1,1,0,1,4,417,478,428,0,1,203.624927,212,458,77,12,0,178
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",177,185,military,4,8,JJ,1,military,4,1,1,0,1,4,417,478,428,0,1,203.624927,212,458,77,12,0,178
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",167,174,country,2,7,NN,2,country,5,1,11,1,1,1,465,539,329,6,1,351.066841,324,592,163,15,6,1714
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",51,54,war,1,3,NN,2,war,5,1,9,1,1,4,477,551,314,0,1,509.929286,464,582,165,15,0,1118
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",263,266,war,1,3,NN,2,war,5,1,9,1,1,4,477,551,314,0,1,509.929286,464,582,165,15,0,1118
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",128,134,korean,3,6,JJ,0,korean,3,1,2,0,1,0,0,0,0,5,0,25.307802,11,0,7,6,5,0
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",237,244,prepare,2,7,VB,2,prepare,8,1,12,1,0,2,0,0,0,0,1,45.005853,35,0,29,12,0,668
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",156,160,kcna,2,4,NNP,0,kcna,0,0,0,0,0,0,0,0,0,0,0,0.024155,0,0,0,0,0,0
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",69,75,yonhap,0,6,NNP,0,yonhap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",81,87,agency,3,6,NN,16,agency,5,1,64,1,1,4,426,366,553,6,1,76.167167,56,420,35,10,6,195
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",121,127,agency,3,6,NN,16,agency,5,1,64,1,1,4,426,366,553,6,1,76.167167,56,420,35,10,6,195
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",148,154,agency,3,6,NN,16,agency,5,1,64,1,1,4,426,366,553,6,1,76.167167,56,420,35,10,6,195
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",18,22,puts,1,4,VBZ,4,put,10,1,0,1,0,0,287,263,0,0,1,28.133935,437,539,251,15,0,2896
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",36,47,quasi-state,0,11,NN,7,quasi-state,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",248,259,quasi-state,0,11,NN,7,quasi-state,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",89,96,quoting,2,7,VBG,1,quote,6,1,3,0,0,0,0,0,0,4,0,6.763473,17,0,15,6,4,123
"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",3O0M2G5VC631OWMMIFJ4EG6860T940,"North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war"".",111,115,main,1,4,JJ,0,main,5,1,0,1,1,3,324,309,364,0,1,0,119,574,98,14,0,395
"#13-6 Although the 51-48 vote was mostly along party lines, some Republicans have expressed uncertainty about repealing Obamacare before a replacement system is worked out.",3FVBZG9CLJFD4EM4XQKUFUEJ81LH0I,"Although the 51-48 vote was mostly along party lines, some Republicans have expressed uncertainty about repealing Obamacare before a replacement system is worked out.",120,129,obamacare,4,9,NNP,2,obamacare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#13-6 Although the 51-48 vote was mostly along party lines, some Republicans have expressed uncertainty about repealing Obamacare before a replacement system is worked out.",3FVBZG9CLJFD4EM4XQKUFUEJ81LH0I,"Although the 51-48 vote was mostly along party lines, some Republicans have expressed uncertainty about repealing Obamacare before a replacement system is worked out.",110,119,repealing,3,9,VBG,0,repeal,2,1,4,0,0,0,0,0,0,5,0,0.52092,7,0,3,2,5,18
