Word,Level
do,A1
complete,A2
complete,A2
copy,A2
cover,A2
do,A2
control,B1
count,B1
create,B1
damage,B1
decorate,B1
defend,B1
design,B1
destroy,B1
develop,B1
discover,B1
exchange,B1
conduct,B2
construct,B2
control,B2
copy,B2
cut,B2
demolish,B2
deny,B2
deprive,B2
dip,B2
disrupt,B2
distinguish,B2
distract,B2
distribute,B2
disturb,B2
drag,B2
drop,B2
enable,B2
estimate,B2
examine,B2
exploit,B2
exploit,B2
explore,B2
extend,B2
extract,B2
consume,C1
cross,A2
cut,A2
decide,A2
delay,A2
end,A2
connect,B1
continue,B1
date,B1
deliver,B1
dig,B1
divide,B1
drop,B1
explore,B1
face,B1
fasten,B1
convert,B2
copy,B2
crack,B2
distinguish,B2
dominate,B2
feature,B2
elegance,C1
cream,B1
dream,B1
experience,B1
favorite,B1
coward,B2
extrovert,C1
fake,C2
fanatic,C2
experience,B1
comfort,B2
command,B2
courage,B2
courtesy,B2
credit,B2
despair,B2
disgrace,B2
enthusiasm,B2
envy,B2
faith,B2
fame,B2
control,C1
discipline,C1
distress,C1
drive,C1
dignity,C2
diplomacy,C2
empathy,C2
doubt,B1
fear,B1
concern,B2
concern,B2
cruelty,B2
delight,B2
depth,B2
desire,B2
emotion,B2
cry,A2
enjoy,A1
control,B1
disappoint,B1
experience,B1
confuse,B2
doubt,B2
draw,B2
endure,B2
envy,B2
face,B2
fear,B2
fear,B2
feel,B2
corrupt,C1
demonstrate,C2
feel,B1
council,B2
declaration,C1
coup,C2
delegation,C2
defense,C1
diplomacy,C2
democracy,B2
control,B2
daughter,A1
father,A1
cousin,A2
date,B1
enemy,B1
family,B1
companion,B2
darling,B2
daughter-in-law,B2
father-in-law,B2
company,B2
family,A1
culture,B1
divorce,B1
divorce,B2
doll,A1
department store,A2
contest,B1
course,B1
court,B1
cup,B1
defeat,B1
field,B1
cricket,A2
defense,B1
extreme sports,B1
export,B2
dice,C2
exchange,B2
eliminate,C1
DVD,A1
disk,B1
document,B1
download,B1
drive,B1
control,B2
cursor,B2
database,B2
desktop,B2
desktop,B2
device,B2
cookie,C2
dot,B1
data,B2
display,B1
failure,B2
crash,B2
fail,B2
equip,B2
display,B2
driver's license,A2
exit,A2
crash,B1
cruise,B1
ferry,B1
crossroads,B2
cycle,B2
deck,B2
customs,B1
entry,B1
departure,B1
course,C1
diesel,C1
cruise,B2
commute,C1
drop,C1
divert,C2
company,A2
day,A2
employee,B1
committee,B2
crew,B2
deadline,B2
deal,B2
counterpart,C1
enterprise,C1
executive,C1
counselor,C2
developer,C2
duty,B2
dismissal,C1
disappearance,B2
distraction,C1
disruption,C1
distraction,C1
disadvantage,B1
discontent,C1
discrimination,C1
disorder,C1
displacement,C1
discomfort,C2
discomfort,C2
disorder,C2
discomfort,C1
disappear,B1
disappear,B1
disappear,B2
discriminate,C1
discriminate,C2
dismiss,C1
displace,C1
distort,C1
discourage,C2
disqualify,C2
disturbance,C2
dominance,C2
endurance,C2
disturbance,C1
consultant,B2
contestant,C1
consequence,B2
difference,C2
existence,B2
competence,C1
confidence,C2
difference,A2
difference,B1
eraser,A1
driver,A2
designer,B1
composer,B2
container,B2
counter,B2
dealer,B2
determiner,B2
entertainer,B2
commander,C2
ending,B1
crossing,C1
craving,C2
cooking,A2
engineering,B1
drawing,A2
composition,B1
direction,B1
conjunction,B2
consideration,B2
demonstration,B2
explosion,B2
expression,B2
extension,B2
extension,B2
extension,B2
complication,C1
condition,C1
convention,C1
equation,C1
explosion,C1
federation,C1
concession,C2
conclusion,C2
consultation,C2
contradiction,C2
direction,C2
concentration,B2
confusion,B2
confusion,B2
consideration,B2
construction,B2
destruction,B2
division,B2
evolution,B2
expansion,B2
completion,C1
conservation,C1
corruption,C1
corruption,C1
cultivation,C1
definition,C1
direction,C1
distribution,C1
domination,C1
erosion,C1
extinction,C1
composition,C2
consideration,C2
consultation,C2
distinction,C2
elimination,C2
erosion,C2
connection,B1
correction,B1
connection,B2
creation,B2
decoration,B2
depression,B2
distinction,B2
donation,B2
exception,B2
convention,C1
emission,C1
evaluation,C1
exaggeration,C1
exploration,C1
concentration,C2
conception,C2
confrontation,C2
conversion,C2
conviction,C2
dentist,A2
economist,B2
environmentalist,C1
facility,B2
equality,B2
complexity,C2
continuity,C2
credibility,C2
comparative,A2
explosive,C2
department,A2
commitment,B2
development,B2
development,B1
development,C2
darkness,B2
coolness,C1
effectiveness,C1
fairness,C1
craziness,C2
consciousness,C1
doctor,A1
director,B1
conductor,B2
editor,B2
emperor,C1
difficulty,B2
discovery,C1
difficulty,B1
country,A1
credit card,A1
dance,A1
date,A1
day,A1
e-mail,A1
end,A1
example,A1
factory,A1
contact,A2
cook,A2
corner,A2
crowd,A2
deck,A2
diary,A2
digital camera,A2
disco,A2
discount,A2
dream,A2
dresser,A2
end,A2
engine,A2
engineer,A2
fact,A2
fan,A2
contract,B1
copy,B1
count noun,B1
cover,B1
cover,B1
crew,B1
crop,B1
cross,B1
CV,B1
dance,B1
danger,B1
date,B1
definite article,B1
deposit,B1
design,B1
detail,B1
detective,B1
disc jockey,B1
disk,B1
DJ,B1
drive,B1
drugstore,B1
edge,B1
elementary school,B1
embassy,B1
essay,B1
event,B1
event,B1
expert,B1
fair,B1
fan,B1
fare,B1
favor,B1
festival,B1
concept,B2
control,B2
copy,B2
county,B2
crash,B2
critic,B2
cycle,B2
debit card,B2
decade,B2
dilemma,B2
dimension,B2
diplomat,B2
dive,B2
dive,B2
dot,B2
edge,B2
electrician,B2
element,B2
environment,B2
episode,B2
equal,B2
era,B2
estate,B2
extract,B2
factor,B2
faith,B2
fate,B2
fault,B2
feature,B2
female,B2
comfort,C1
command,C1
commodity,C1
complaint,C1
component,C1
component,C1
convenience,C1
criterion,C1
critic,C1
cut,C1
cutback,C1
debut,C1
defect,C1
deficit,C1
delegate,C1
deputy,C1
design,C1
destiny,C1
developer,C1
directory,C1
divide,C1
dock,C1
domain,C1
draft,C1
drawback,C1
dump,C1
empire,C1
empire,C1
equivalent,C1
exhibit,C1
exterior,C1
faculty,C1
fair,C1
comeback,C2
compliment,C2
constraint,C2
contact,C2
contest,C2
crack,C2
crackdown,C2
creep,C2
cricket,C2
cushion,C2
descendant,C2
deterrent,C2
drain,C2
echo,C2
embrace,C2
enterprise,C2
entity,C2
ethic,C2
exercise,C2
feat,C2
field,C2
count,C2
dancing,A1
e-mail,A1
cycling,A2
east,A2
common sense,B1
cotton,B1
credit,B1
damage,B1
design,B1
design,B1
dirt,B1
diving,B1
dust,B1
economics,B1
effort,B1
energy,B1
energy,B1
entrance,B1
entry,B1
fashion,B1
commerce,B2
concrete,B2
convenience,B2
daytime,B2
demand,B2
ease,B2
efficiency,B2
electronics,B2
evidence,B2
fact,B2
faith,B2
fate,B2
consent,C1
contact,C1
cover,C1
crawl,C1
day care,C1
dedication,C1
destiny,C1
excess,C1
exposure,C1
comfort,C2
comfort,C2
command,C2
counseling,C2
custody,C2
decay,C2
dependence,C2
depth,C2
desperation,C2
discretion,C2
dismay,C2
distress,C2
DNA,C2
doom,C2
evidence,C2
fever,C2
December,A1
evening,A1
February,A1
cost,A2
danger,A2
day,A2
delay,A2
exercise,A2
fashion,A2
custom,B1
death,B1
decrease,B1
defense,B1
diet,B1
drama,B1
duty,B1
effect,B1
emergency,B1
entry,B1
comparison,B2
conflict,B2
context,B2
contrast,B2
control,B2
costume,B2
crab,B2
crisis,B2
debate,B2
decline,B2
dialogue,B2
disaster,B2
disaster,B2
disguise,B2
error,B2
evil,B2
failure,B2
fantasy,B2
context,C1
controversy,C1
deduction,C1
deficiency,C1
density,C1
fabric,C1
conscience,C2
deception,C2
deduction,C2
deficiency,C2
denial,C2
deprivation,C2
drought,C2
endeavor,C2
famine,C2
contents,B1
earnings,B2
content,B2
distance,B2
crawl,C1
downside,C1
drop,C1
content,C2
core,C2
course,C2
crush,C2
field,C2
die,A1
eat,A1
drink,A2
compete,B1
concentrate,B1
cough,B1
cycle,B1
dive,B1
dive,B1
exist,B1
fall,B1
compete,B2
cooperate,B2
correspond,B2
correspond,B2
count,B2
decline,B2
demonstrate,B2
differ,B2
dip,B2
emerge,B2
fail,B2
comply,C1
daydream,C1
deteriorate,C1
emerge,C1
exist,C1
feed,C1
consent,C2
contrast,C2
count,C2
crawl,C2
develop,C2
drag,C2
drain,C2
drift,C2
echo,C2
experiment,C2
expire,C2
fall,C2
fall,C2
fall,C2
complete,A2
contact,A2
cost,A2
e-mail,A2
contain,B1
cover,B1
cover,B1
declare,B1
defeat,B1
delay,B1
delete,B1
deserve,B1
direct,B1
display,B1
drag,B1
employ,B1
enter,B1
expect,B1
fax,B1
feed,B1
commit,B2
concern,B2
concern,B2
confuse,B2
congratulate,B2
contain,B2
cost,B2
cover,B2
cover,B2
cut,B2
deceive,B2
declare,B2
defeat,B2
demand,B2
demonstrate,B2
disguise,B2
distinguish,B2
divide,B2
edit,B2
educate,B2
enclose,B2
encounter,B2
expect,B2
face,B2
compile,C1
complicate,C1
compliment,C1
concern,C1
conclude,C1
consider,C1
constitute,C1
consult,C1
consult,C1
convey,C1
cover,C1
cultivate,C1
cure,C1
demonstrate,C1
detect,C1
determine,C1
determine,C1
digest,C1
direct,C1
distribute,C1
divide,C1
doubt,C1
draft,C1
dump,C1
eliminate,C1
enclose,C1
enforce,C1
enrich,C1
envision,C1
exceed,C1
exclude,C1
exclude,C1
exhaust,C1
fascinate,C1
feed,C1
comfort,C2
commemorate,C2
commit,C2
conceal,C2
conceive,C2
confine,C2
confront,C2
confront,C2
connect,C2
constrain,C2
contain,C2
contemplate,C2
contradict,C2
contrast,C2
count,C2
count,C2
crave,C2
crush,C2
cultivate,C2
curb,C2
dazzle,C2
dazzle,C2
decide,C2
deduce,C2
defy,C2
depict,C2
devise,C2
differentiate,C2
disguise,C2
display,C2
dispute,C2
disturb,C2
drain,C2
drain,C2
dread,C2
drive,C2
earn,C2
echo,C2
embarrass,C2
embody,C2
emit,C2
equate,C2
escape,C2
escape,C2
execute,C2
execute,C2
fake,C2
fake,C2
cook,A1
dance,A1
draw,A1
drink,A1
drive,A1
eat,A1
feel,A1
download,A2
dream,A2
dress,A2
dry,A2
earn,A2
enter,A2
compare,B1
consider,B1
continue,B1
crash,B1
decrease,B1
develop,B1
dial,B1
direct,B1
dream,B1
enter,B1
entertain,B1
exercise,B1
exit,B1
explode,B1
contribute,B2
cool,B2
decay,B2
donate,B2
double,B2
escape,B2
expand,B2
export,B2
fade,B2
feature,B2
feel,B2
conquer,C1
contradict,C1
contribute,C1
deepen,C1
deliver,C1
differentiate,C1
diminish,C1
dominate,C1
donate,C1
exaggerate,C1
compensate,C2
conceive,C2
contract,C2
convert,C2
cross,C2
crumble,C2
debate,C2
deepen,C2
delegate,C2
dim,C2
dissolve,C2
drain,C2
devil,B2
fantastic,A2
cool,A2
dumb,B2
fed up,B2
empirical,C2
evidently,B2
evident,B2
deceased,C2
due,C2
dead,C2
dead,C2
dump,C2
faraway,C2
disabled,B1
disorganized,B2
dissatisfied,B2
disrespectful,C2
dishonestly,C1
dishonest,B2
dislike,B2
comfortable,A2
comparable,C1
comfortable,C2
comfortable,B1
enjoyable,B1
comfortable,B2
desirable,B2
favorable,B2
cultural,B1
critical,C2
dental,B2
fatal,B2
facial,C2
critical,B2
criminal,B2
exceptional,B2
educational,B2
economical,B2
environmental,B1
ecological,B2
emotional,B2
emotional,B2
cynical,C2
constitutional,C2
digital,A2
digital,B1
electrical,B1
dominant,C2
damaged,B1
detached,C2
decaffeinated,C2
depressed,C2
excited,A1
confused,B1
delighted,B1
disappointed,B1
embarrassed,B1
exhausted,B1
experienced,B1
concerned,B2
convinced,B2
determined,B2
devoted,B2
distinguished,B2
fascinated,B2
committed,C2
conceited,C2
detached,C2
dignified,C2
elated,C2
developed,B2
divorced,B1
engaged,B1
different,A1
different,B1
confident,B1
competent,C1
designer,B2
delightful,B2
dreadful,B2
doubtful,B2
compatible,C2
compatible,C1
domestic,B2
economic,B2
dynamic,B2
energetic,B2
enthusiastic,B2
democratic,B2
domestic,B2
electric,A2
electric,B1
electronic,B1
electronic,B1
disgusting,B1
exciting,A1
confusing,B1
disappointing,B1
easygoing,B1
embarrassing,B1
depressing,B2
distressing,B2
encouraging,B2
exhausting,B2
fascinating,B2
developing,B2
education,B1
expectation,B2
decorative,B2
extensive,B2
creative,B1
competitive,B2
cooperative,B2
decisive,B2
expressive,C2
competitive,B2
competitive,B2
criticize,B2
faultless,C2
fearless,C2
especially,A2
completely,B1
exactly,B1
extremely,B1
consequently,B2
deeply,B2
desperately,B2
entirely,B2
exactly,B2
extraordinarily,B2
fantastically,B2
exactly,A2
fairly,B1
densely,B2
ecologically,B2
environmentally,B2
elegantly,B2
cowardly,B2
curiously,B1
dangerously,B1
excitedly,B1
confidently,B2
creatively,B2
cruelly,B2
desperately,B2
eagerly,B2
emotionally,B2
enthusiastically,B2
electronically,B2
conscious,C1
enormous,B1
disastrous,C1
fabulous,C1
famous,A1
dangerous,A2
curious,B1
conscientious,C1
courageous,C1
courteous,C2
dirty,A2
curly,B1
faulty,B2
fatty,C1
comic,B1
comedian,B2
deaf,B1
dizzy,B2
dry,C1
dumb,C1
feeble,C2
eyelash,B2
complex,C2
dear,A1
complete,B1
down,B1
far,B2
dark,A1
cream,A2
deep,A2
double,A2
excellent,A2
extra,A2
deep,B1
equal,B1
exact,B1
extraordinary,B1
FALSE,B1
decent,B2
deep,B2
delicate,B2
delicate,B2
dense,B2
distant,B2
entire,B2
extreme,B2
faint,B2
FALSE,B2
fierce,B2
delicate,C1
dull,C1
fake,C1
crisp,C2
dated,C2
defective,C2
desperate,C2
dry,C2
elaborate,C2
feeble,C2
down,A1
down,A2
else,A2
deep,B1
down,B1
extra,B1
elementary,B1
field,B2
dairy,B2
dry,C1
downstairs,B1
downstairs,A2
complex,C1
extravagant,C2
dry,A2
dry,A2
cool,B1
damp,B2
environmentally friendly,B2
crisp,C2
fertile,C2
ecology,C1
fat,A1
fair,A2
elderly,B1
elegant,B2
favorite,A1
crazy,A2
cruel,B1
difficult,B1
content,B2
crazy,B2
dear,B2
decent,B2
deep,B2
desperate,B2
desperate,B2
down,B2
eager,B2
evil,B2
expert,B2
fierce,B2
fierce,B2
cool,C1
corrupt,C1
devastated,C1
distant,C1
FALSE,C1
cool,C2
defensive,C2
diplomatic,C2
eccentric,C2
eminent,C2
fearful,C2
enterprise,C1
contempt,C2
consider,C2
diplomatic,C1
extreme,C2
defeat,B2
fellow,B2
couple,B1
down,C1
executive,C1
Dr.,A2
drunk,B2
disposable,C2
disloyal,C2
disorganized,B2
disadvantaged,C1
disgusted,C1
disillusioned,C2
dismiss,C1
fashionable,B1
considerable,B2
cultural,B1
essential,B1
commercial,B2
controversial,B2
conventional,B2
critical,B2
critical,B2
crucial,B2
external,B2
external,B2
fatal,B2
confidential,C1
electrical,C1
federal,C1
commercial,C2
continental,C2
essential,C2
ethical,C2
ethical,C2
exceptional,C2
experimental,C2
fictional,C2
dominant,C1
crowded,A2
dressed,A2
complicated,B1
depressed,B1
dressed,B1
confused,B2
detailed,B2
divided,B2
endangered,B2
estimated,B2
concerned,C2
disturbed,C2
engrossed,C2
convenient,B1
convenient,B1
efficient,B1
confident,B2
dependent,B2
consistent,C2
doubtful,B2
faithful,B2
eventful,C2
faithful,C2
faithful,C2
edible,C1
eligible,C1
feasible,C1
compatible,C2
dramatic,B2
exotic,B2
electric,C1
ethnic,C1
dynamic,C2
demanding,B2
entertaining,B2
existing,B2
convincing,C1
comforting,C2
corresponding,C2
cunning,C2
disturbing,C2
condition,B1
distribution,C1
fascination,C1
condition,C2
diversity,C1
expensive,A1
communicative,B2
effective,B2
exclusive,B2
comparative,C1
comprehensive,C1
conservative,C1
conservative,C1
constructive,C1
decisive,C1
distinctive,C1
excessive,C1
exclusive,C1
exhaustive,C1
compulsive,C2
compulsive,C2
conclusive,C2
consecutive,C2
disruptive,C2
elusive,C2
explosive,C2
explosive,C2
endless,B2
countless,C1
daily,A2
daily,A2
easily,A2
correctly,B1
definitely,B1
differently,B1
directly,B1
comfortably,B2
considerably,B2
constantly,B2
continuously,B2
conveniently,B2
critically,B2
culturally,B2
curiously,B2
currently,B2
deliberately,B2
directly,B2
dramatically,B2
effectively,B2
efficiently,B2
equally,B2
essentially,B2
eventually,B2
fairly,B2
commonly,C1
comprehensively,C1
continually,C1
easily,C1
equally,C1
equally,C1
exclusively,C1
conclusively,C2
consistently,C2
diplomatically,C2
delicious,B1
continuous,B2
continuous,B2
dusty,B1
contradictory,C2
difficult,A1
easy,A1
fast,A1
correct,A2
dark,A2
dead,A2
early,A2
east,A2
empty,A2
common,B1
common,B1
complete,B1
correct,B1
cozy,B1
direct,B1
downtown,B1
due,B1
dull,B1
duty-free,B1
early,B1
eastern,B1
face-to-face,B1
fair,B1
fair,B1
familiar,B1
fancy,B1
fancy,B1
female,B1
complex,B2
compulsory,B2
constant,B2
contemporary,B2
current,B2
dead,B2
deadly,B2
definite,B2
deliberate,B2
direct,B2
diverse,B2
eastern,B2
equal,B2
expected,B2
extreme,B2
far,B2
concrete,C1
considerate,C1
continual,C1
corporate,C1
cosmopolitan,C1
customary,C1
cutting-edge,C1
dark,C1
day-to-day,C1
dedicated,C1
deprived,C1
deserted,C1
devastating,C1
direct,C1
distinct,C1
distinct,C1
distressed,C1
down-to-earth,C1
downward,C1
drastic,C1
dual,C1
empty,C1
equivalent,C1
excess,C1
extinct,C1
fair,C1
feminine,C1
complimentary,C2
complimentary,C2
concrete,C2
constant,C2
contrary,C2
crude,C2
crude,C2
dazed,C2
dazzling,C2
dazzling,C2
dead,C2
deceptive,C2
dedicated,C2
deep,C2
definitive,C2
delicate,C2
detrimental,C2
devastating,C2
dim,C2
discreet,C2
distant,C2
distinct,C2
dubious,C2
dubious,C2
due,C2
eventual,C2
explicit,C2
explicit,C2
exquisite,C2
early,A1
downtown,A2
early,A2
east,A2
else,A2
else,A2
enough,A2
even,A2
ever,A2
everywhere,A2
far,A2
fast,A2
either,B1
even,B1
face to face,B1
elsewhere,B2
downward,C1
drastically,C1
exceptionally,C1
decisively,C2
downhill,C2
fast,C2
fall,B1
cost,B2
end,B2
enemy,B2
escape,B2
faculty,B2
fall,B2
elite,C1
exhaust,C1
exhaust,C1
fall,C1
fiction,C1
consensus,C2
crystal,C2
essence,C2
exile,C2
do,A2
compose,B2
correct,B2
correct,B2
drown,B2
educate,B2
elect,B2
entitle,B2
establish,B2
consider,C1
crowd,C1
dictate,C1
dissolve,C1
divide,C1
embrace,C1
evolve,C1
exhibit,C1
concede,C2
concede,C2
drown,C2
embrace,C2
establish,C2
establish,C2
exhibit,C2
goalkeeper,B1
grant,B2
graduate,A2
joint,C1
gender,B2
guy,A2
guts,B2
granddad,A2
grandma,A2
grandpa,A2
granny,A2
insert,C1
insert,C1
inhabit,C2
garment,C1
infant,C2
inquiry,C2
infer,C2
gang,C2
heaven,B2
junk,C1
guts,C2
get,B2
hit,C2
intolerance,C2
impatience,C2
intruder,C2
installation,C1
interaction,C1
import,C1
import,C2
insomnia,C2
invade,B2
introvert,C2
input,B2
interfere,B2
intervene,C2
guidance,B2
insurance,B2
ignorance,C2
independence,B2
intelligence,B2
innocence,C2
influence,B2
independence,B2
freezer,B1
heater,B1
helper,B2
firefighter,B1
greeting,B1
handwriting,B1
funding,C1
ironing,B1
fighting,B2
fishing,A2
ice skating,B1
illustration,C1
infection,B2
introduction,B2
identification,A2
information,A2
invitation,A2
graduation,B1
introduction,B2
graduation,B1
institution,B2
inflation,B2
identification,B2
introduction,B2
invasion,B2
impression,B2
imagination,B1
frustration,B2
inspiration,B2
irritation,C2
generation,B2
immigration,B1
immigration,B2
generosity,B2
hostility,C2
humanity,C2
humility,C2
integrity,C2
identity,B2
hospitality,C1
imprisonment,C2
investment,B2
government,B1
government,B2
illness,B1
fitness,B1
illness,B2
happiness,B1
greatness,B2
investor,B2
instructor,B1
inspector,B2
friendship,B1
fish,A1
horse,A1
insect,A2
fly,B1
frog,B1
giraffe,B1
goat,B1
kangaroo,B1
fox,B2
horn,C1
fur,B1
group,A1
guitar,A1
instrument,A2
film,B1
flute,B1
gallery,B1
headline,B1
hero,B1
intermission,B1
guest,B2
image,B2
issue,B2
item,B2
index,C1
flashback,C2
house,C2
hip-hop,A2
jazz,A2
folk,B1
harmony,C2
graphics,B1
foot,A1
hand,A1
head,A1
finger,A2
headache,A2
heart,A2
forehead,B1
heart attack,B1
human,B1
fingernail,B2
gum,B2
heel,B2
hip,B2
jaw,B2
gene,C1
